"kolId","合作次数","平台","主页链接","达人昵称","首次合作时间","最近合作时间","最近合作状态","最近跟进人","是否复投过","历史合作类型","历史合作SPU","内容一级标签","内容二级标签","内容形式标签","人设/风格标签","受众标签","带货一级类目","带货二级类目","适配品牌","转化形式","合作分层","是否已打标","打标依据链接","备注"
"deardlala","3","Tiktok","https://www.tiktok.com/@deardlala","deardlala","2025-06-23","2025-09-10","Pending MOU","sely","是","Video:3","1224 / 1231 / 2131 / 2031","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe / Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@deardlala","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1224 / 1231 / 2131 / 2031）完成第一版归档，建议后续抽查近期视频再细化。"
"derikaciawi","3","Tiktok","https://www.tiktok.com/@derikaciawi","derikaciawi","2025-03-14","2025-12-05","MOU submitted","dewa","是","Video:3","4018 / 2132 / 4002","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro / LetMe","演示强","潜力达人","已初筛","https://www.tiktok.com/@derikaciawi","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4018 / 2132 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"desirahayu_21","3","Tiktok","https://www.tiktok.com/@desirahayu_21","desirahayu_21","2025-08-02","2026-03-09","Pending MOU","sely","是","Video:5","1396 / 1389 / 1384 / 1234 / 1231","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@desirahayu_21","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1396 / 1389 / 1384 / 1234 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"dillafajrin02","3","Tiktok","https://www.tiktok.com/@dillafajrin02","dillafajrin02","2025-02-22","2026-01-19","MOU submitted","lida","是","Video:3","1132 / 1231 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@dillafajrin02","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1132 / 1231 / SP-BB3-013）完成第一版归档，建议后续抽查近期视频再细化。"
"egaaa927","3","Tiktok","https://www.tiktok.com/@egaaa927","egaaa927","2025-03-10","2026-01-15","MOU submitted","sely","是","Video:3","1234 / 1224 / 1132","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@egaaa927","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1234 / 1224 / 1132）完成第一版归档，建议后续抽查近期视频再细化。"
"egapuspasahya","3","Tiktok","https://www.tiktok.com/@egapuspasahya","egapuspasahya","2025-05-09","2026-02-09","Pending MOU","dewa","是","Video:3","4016 / 4022 / 4002","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@egapuspasahya","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4016 / 4022 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"feltsoblue","3","Tiktok","https://www.tiktok.com/@feltsoblue","feltsoblue","2025-03-29","2025-09-24","MOU submitted","dewa","是","Video:3","4017 / 4005 / 4002","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@feltsoblue","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4017 / 4005 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"femalevogue11","3","Tiktok","https://www.tiktok.com/@femalevogue11","femalevogue11","2025-12-14","2025-12-12","MOU submitted","amanda","是","Video:3","5016 / 2104","美妆护肤","教程教学","口播讲解","甜美少女型","学生党","护肤品","面霜","ICYEE / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@femalevogue11","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（5016 / 2104）完成第一版归档，建议后续抽查近期视频再细化。"
"fitri_id18","3","Tiktok","https://www.tiktok.com/@fitri_id18","fitri_id18","2025-03-14","2026-01-30","MOU submitted","sely","是","Video:3","1384 / 1126 / 1231","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@fitri_id18","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1384 / 1126 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"gabriel.vitrani","3","Tiktok","https://www.tiktok.com/@gabriel.vitrani","gabriel.vitrani","2025-01-25","2025-02-03","MOU submitted","lida","否","Video:1 / Live:1","1132 / 1215 / SP-BA3-007-5C","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@gabriel.vitrani","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1132 / 1215 / SP-BA3-007-5C）完成第一版归档，建议后续抽查近期视频再细化。"
"gabrielstevey","3","","https://www.tiktok.com/@gabrielstevey","gabrielstevey","","","","","否","","","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@gabrielstevey","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（无）完成第一版归档，建议后续抽查近期视频再细化。"
"hai.mom_store","3","Tiktok","https://www.tiktok.com/@hai.mom_store","hai.mom_store","2025-01-25","2026-02-04","Pending MOU","lida","是","Live:2 / Video:1","2043 / 2080 / 2046","家居生活","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","短视频强","潜力达人","已初筛","https://www.tiktok.com/@hai.mom_store","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2043 / 2080 / 2046）完成第一版归档，建议后续抽查近期视频再细化。"
"hanicann","3","Tiktok","https://www.tiktok.com/@hanicann","hanicann","2025-10-29","2025-11-05","MOU submitted","amanda","否","Video:3","5015 / 5013 / 5014","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","面霜","ICYEE","种草强","潜力达人","已初筛","https://www.tiktok.com/@hanicann","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（5015 / 5013 / 5014）完成第一版归档，建议后续抽查近期视频再细化。"
"haulbyping","3","Tiktok","https://www.tiktok.com/@haulbyping","haulbyping","2025-07-11","2025-10-15","Pending publish review","dona","是","Video:3","2237 / 1365 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","手链","Sparco / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@haulbyping","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2237 / 1365 / SP-BB3-013）完成第一版归档，建议后续抽查近期视频再细化。"
"hennni","3","Tiktok","https://www.tiktok.com/@hennni","hennni","2025-06-06","2025-11-03","MOU submitted","lida","否","Video:3","2253 / 1231 / 4002","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe / Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@hennni","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2253 / 1231 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"hettylamrya","3","Tiktok","https://www.tiktok.com/@hettylamrya","hettylamrya","2025-02-20","2025-03-26","Published","amanda","是","Video:3","5000","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","面霜","ICYEE","种草强","潜力达人","已初筛","https://www.tiktok.com/@hettylamrya","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（5000）完成第一版归档，建议后续抽查近期视频再细化。"
"heytayooo7","3","Tiktok","https://www.tiktok.com/@heytayooo7","heytayooo7","2024-08-27","2024-08-29","Pending MOU","rizal","否","Live:2 / Video:1","2037 / 2015 / 2020 / 2046","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@heytayooo7","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2037 / 2015 / 2020 / 2046）完成第一版归档，建议后续抽查近期视频再细化。"
"hullapii","3","Tiktok","https://www.tiktok.com/@hullapii","hullapii","2025-06-26","2026-01-29","MOU submitted","lida","是","Video:3","1384 / 2031 / 1012","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@hullapii","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1384 / 2031 / 1012）完成第一版归档，建议后续抽查近期视频再细化。"
"hyori_collections","3","Tiktok","https://www.tiktok.com/@hyori_collections","hyori_collections","2025-07-04","2025-09-29","MOU submitted","dewa","是","Video:3","4007 / 4008 / 4002 / 4005 / 4006","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@hyori_collections","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4007 / 4008 / 4002 / 4005 / 4006）完成第一版归档，建议后续抽查近期视频再细化。"
"ichaaapedehh","3","Tiktok","https://www.tiktok.com/@ichaaapedehh","ichaaapedehh","2024-08-26","2024-10-15","MOU submitted","tanya","否","Live:5","1002 / 1003 / 1120 / 1127 / 1058 / 1072 / 1132 / 1043 / 1044 / 1045","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@ichaaapedehh","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1002 / 1003 / 1120 / 1127 / 1058 / 1072 / 1132 / 1043 / 1044 / 1045）完成第一版归档，建议后续抽查近期视频再细化。"
"iky_mubarak","3","Tiktok","https://www.tiktok.com/@iky_mubarak","iky_mubarak","2025-08-01","2025-11-27","MOU submitted","dona","是","Video:4","2269 / 2141 / 2237 / 2104","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@iky_mubarak","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2269 / 2141 / 2237 / 2104）完成第一版归档，建议后续抽查近期视频再细化。"
"imtheresiaaa","3","Tiktok","https://www.tiktok.com/@imtheresiaaa","imtheresiaaa","2026-01-27","2026-01-30","Review rejected","nurulita","否","Video:5","4005 / 4002 / 4019","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@imtheresiaaa","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4005 / 4002 / 4019）完成第一版归档，建议后续抽查近期视频再细化。"
"iniziraajuga","3","Tiktok","https://www.tiktok.com/@iniziraajuga","iniziraajuga","2025-07-09","2025-12-24","MOU submitted","lida","是","Video:3","1231 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@iniziraajuga","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / SP-BB3-013）完成第一版归档，建议后续抽查近期视频再细化。"
"itsmeclysta","3","Tiktok","https://www.tiktok.com/@itsmeclysta","itsmeclysta","2025-09-15","2026-02-05","MOU submitted","dona","是","Video:3","2244 / 2243 / 1231","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe / Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@itsmeclysta","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2244 / 2243 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"itsmestasi","3","Tiktok","https://www.tiktok.com/@itsmestasi","itsmestasi","2025-06-06","2025-11-11","MOU submitted","lida","否","Video:2","1231 / 4002","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / Stypro","种草强","潜力达人","已初筛","https://www.tiktok.com/@itsmestasi","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"jocelynabigail_","3","Tiktok","https://www.tiktok.com/@jocelynabigail_","jocelynabigail_","2025-06-18","2025-09-15","MOU submitted","dona","是","Video:3","2027 / 2190 / 2132","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@jocelynabigail_","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2027 / 2190 / 2132）完成第一版归档，建议后续抽查近期视频再细化。"
"johanasra77","3","Tiktok","https://www.tiktok.com/@johanasra77","johanasra77","2024-11-05","2025-09-19","MOU submitted","dona","是","Video:2 / Live:1","2131 / 2011","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@johanasra77","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2131 / 2011）完成第一版归档，建议后续抽查近期视频再细化。"
"jordionsu.official.","3","Tiktok","https://www.tiktok.com/@jordionsu.official.","jordionsu.official.","2025-09-26","2025-10-09","MOU submitted","dewa","是","Live:4","4002 / 4005 / 4006 / 4007 / 4008 / 4017 / 4022","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","种草强","潜力达人","已初筛","https://www.tiktok.com/@jordionsu.official.","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4002 / 4005 / 4006 / 4007 / 4008 / 4017 / 4022）完成第一版归档，建议后续抽查近期视频再细化。"
"joy.family.88","3","Tiktok","https://www.tiktok.com/@joy.family.88","joy.family.88","2025-07-04","2025-12-16","Pending MOU","dona","是","Video:3","2254 / 2011 / 2043","家居生活","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@joy.family.88","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2254 / 2011 / 2043）完成第一版归档，建议后续抽查近期视频再细化。"
"jsp.mrg","3","Tiktok","https://www.tiktok.com/@jsp.mrg","jsp.mrg","2025-07-31","2025-12-01","MOU submitted","dona","是","Video:3","2269 / 1341 / 1231","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@jsp.mrg","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2269 / 1341 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"justalittlegurl___","3","Tiktok","https://www.tiktok.com/@justalittlegurl___","justalittlegurl___","2025-11-05","2026-02-06","MOU submitted","dona","是","Video:3","2138 / 2104 / 2141","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@justalittlegurl___","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2138 / 2104 / 2141）完成第一版归档，建议后续抽查近期视频再细化。"
"kangnizarofficial","3","Tiktok","https://www.tiktok.com/@kangnizarofficial","kangnizarofficial","2025-07-23","2025-12-18","Pending MOU","dona","是","Video:3","2254 / 2104 / 2011","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","短视频强","潜力达人","已初筛","https://www.tiktok.com/@kangnizarofficial","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2254 / 2104 / 2011）完成第一版归档，建议后续抽查近期视频再细化。"
"karinapermatadn","3","Tiktok","https://www.tiktok.com/@karinapermatadn","karinapermatadn","2025-02-22","2025-07-24","Review rejected","dewa","是","Special live broadcast:2 / Video:2","4005 / 4006 / 4007 / 4008 / 4009 / 4002","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@karinapermatadn","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4005 / 4006 / 4007 / 4008 / 4009 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"liis.__","3","Tiktok","https://www.tiktok.com/@liis.__","liis.__","2025-07-08","2026-02-02","Pending publish review","sely","是","Video:3","1231 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@liis.__","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / SP-BB3-013）完成第一版归档，建议后续抽查近期视频再细化。"
"meditapriliana","3","Tiktok","https://www.tiktok.com/@meditapriliana","meditapriliana","2024-06-05","2024-10-31","Published","lida","否","Video:4","1012 / SP-BB3-008 / 1102 / SP-BA3-007 / 1045 / 1058","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@meditapriliana","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1012 / SP-BB3-008 / 1102 / SP-BA3-007 / 1045 / 1058）完成第一版归档，建议后续抽查近期视频再细化。"
"meydychairany","3","Tiktok","https://www.tiktok.com/@meydychairany","meydychairany","2025-03-08","2025-10-14","MOU submitted","dona","是","Video:3","2104 / 2174 / 2032 / 2058","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@meydychairany","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2104 / 2174 / 2032 / 2058）完成第一版归档，建议后续抽查近期视频再细化。"
"mirandygema","3","Tiktok","https://www.tiktok.com/@mirandygema","mirandygema","2025-11-04","2026-02-25","MOU submitted","dona","是","Video:3","2062 / 2104 / 2141 / 2131","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@mirandygema","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2062 / 2104 / 2141 / 2131）完成第一版归档，建议后续抽查近期视频再细化。"
"mixezliving","3","Tiktok","https://www.tiktok.com/@mixezliving","mixezliving","2025-09-04","2026-03-10","Pending MOU","dona","是","Video:3","2138 / 2193 / 2254 / 2253 / 2175 / 2131","家居生活","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@mixezliving","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2138 / 2193 / 2254 / 2253 / 2175 / 2131）完成第一版归档，建议后续抽查近期视频再细化。"
"munaliati16","3","Tiktok","https://www.tiktok.com/@munaliati16","munaliati16","2026-01-19","2026-03-10","Pending MOU","dona","是","Video:3","2116 / 2244 / 2122","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@munaliati16","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2116 / 2244 / 2122）完成第一版归档，建议后续抽查近期视频再细化。"
"nadillayudithp","3","Tiktok","https://www.tiktok.com/@nadillayudithp","nadillayudithp","2025-10-13","2025-12-02","MOU submitted","dewa","是","Video:3","4019 / 4022 / 4005 / 4009","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@nadillayudithp","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4019 / 4022 / 4005 / 4009）完成第一版归档，建议后续抽查近期视频再细化。"
"nalaaa.f","3","Tiktok","https://www.tiktok.com/@nalaaa.f","nalaaa.f","2025-03-22","2025-10-14","Pending publish review","amanda","否","Video:3","5015 / 5013 / 1231","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","精华喷雾","ICYEE / Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@nalaaa.f","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（5015 / 5013 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"neng_wulwul","3","Tiktok","https://www.tiktok.com/@neng_wulwul","neng_wulwul","2025-06-18","2026-01-13","MOU submitted","dona","是","Video:3","2266 / 2043 / 2175 / 2237 / 2032 / 2104","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@neng_wulwul","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2266 / 2043 / 2175 / 2237 / 2032 / 2104）完成第一版归档，建议后续抽查近期视频再细化。"
"novaliawilly","3","Tiktok","https://www.tiktok.com/@novaliawilly","novaliawilly","2025-06-18","2025-08-15","Pending publish review","dona","是","Live:2 / Video:1","2175 / 2184 / 2178 / 2031","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@novaliawilly","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2175 / 2184 / 2178 / 2031）完成第一版归档，建议后续抽查近期视频再细化。"
"nuraghnia20","3","Tiktok","https://www.tiktok.com/@nuraghnia20","nuraghnia20","2024-12-14","2025-11-11","MOU submitted","lida","是","Video:3","1224 / 1339 / 1102 / 1003","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@nuraghnia20","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1224 / 1339 / 1102 / 1003）完成第一版归档，建议后续抽查近期视频再细化。"
"nusa.bikin.konten","3","Tiktok","https://www.tiktok.com/@nusa.bikin.konten","nusa.bikin.konten","2024-09-09","2026-01-13","MOU submitted","lida","是","Video:3 / Live:1","2253 / 2131 / 2178 / 2011 / 2031","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","短视频强","潜力达人","已初筛","https://www.tiktok.com/@nusa.bikin.konten","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2253 / 2131 / 2178 / 2011 / 2031）完成第一版归档，建议后续抽查近期视频再细化。"
"nutrisarijerukp3ras","3","Tiktok","https://www.tiktok.com/@nutrisarijerukp3ras","nutrisarijerukp3ras","2025-10-09","2026-02-24","MOU submitted","dewa","是","Video:3","4016 / 4018 / 4005","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@nutrisarijerukp3ras","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4016 / 4018 / 4005）完成第一版归档，建议后续抽查近期视频再细化。"
"nvta540","3","Tiktok","https://www.tiktok.com/@nvta540","nvta540","2025-02-22","2025-08-21","Pending publish review","lida","是","Video:3","1231 / SP-BB3-013 / 1224","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@nvta540","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / SP-BB3-013 / 1224）完成第一版归档，建议后续抽查近期视频再细化。"
"officialsang9","3","Tiktok","https://www.tiktok.com/@officialsang9","officialsang9","2025-05-08","2026-02-16","MOU submitted","dona","是","Video:3","2011 / 2254 / 2043 / 2005","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","短视频强","潜力达人","已初筛","https://www.tiktok.com/@officialsang9","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2011 / 2254 / 2043 / 2005）完成第一版归档，建议后续抽查近期视频再细化。"
"omkage.ok","3","Tiktok","https://www.tiktok.com/@omkage.ok","omkage.ok","2025-07-09","2025-12-12","MOU submitted","dona","是","Video:3","2104 / 2032 / 2141","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@omkage.ok","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2104 / 2032 / 2141）完成第一版归档，建议后续抽查近期视频再细化。"
"only1_storee","3","Tiktok","https://www.tiktok.com/@only1_storee","only1_storee","2025-02-20","2025-12-31","Pending publish review","sely","是","Live:3","1135 / SP-AA1-001 / SP-AB1-002 / 1102","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@only1_storee","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1135 / SP-AA1-001 / SP-AB1-002 / 1102）完成第一版归档，建议后续抽查近期视频再细化。"
"originalhouseware","3","Tiktok","https://www.tiktok.com/@originalhouseware","originalhouseware","2025-03-21","2025-08-21","Pending publish review","dona","是","Video:3","2131 / 2005 / 2059","家居生活","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@originalhouseware","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2131 / 2005 / 2059）完成第一版归档，建议后续抽查近期视频再细化。"
"pebepibi","3","Tiktok","https://www.tiktok.com/@pebepibi","pebepibi","2025-05-22","2026-03-03","Pending MOU","dewa","是","Video:3","4016 / 4019 / 4002","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@pebepibi","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4016 / 4019 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"pramuditans","3","Tiktok","https://www.tiktok.com/@pramuditans","pramuditans","2025-09-25","2026-01-22","Pending publish review","sely","是","Video:3","1234 / 1339 / 1231","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@pramuditans","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1234 / 1339 / 1231）完成第一版归档，建议后续抽查近期视频再细化。"
"prawatyac","3","Tiktok","https://www.tiktok.com/@prawatyac","prawatyac","2024-10-09","2025-10-14","MOU submitted","lida","是","Video:3","2132 / 2141 / 2032","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@prawatyac","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2132 / 2141 / 2032）完成第一版归档，建议后续抽查近期视频再细化。"
"qianashf","3","Tiktok","https://www.tiktok.com/@qianashf","qianashf","2025-03-24","2025-10-13","Pending publish review","amanda","否","Video:3","5003 / 1231 / 1132","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / ICYEE","种草强","潜力达人","已初筛","https://www.tiktok.com/@qianashf","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（5003 / 1231 / 1132）完成第一版归档，建议后续抽查近期视频再细化。"
"racun.epple","3","Tiktok","https://www.tiktok.com/@racun.epple","racun.epple","2025-08-01","2025-08-20","MOU submitted","lida","是","Video:3","2132 / 2104 / 5002","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe / ICYEE","短视频强","潜力达人","已初筛","https://www.tiktok.com/@racun.epple","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2132 / 2104 / 5002）完成第一版归档，建议后续抽查近期视频再细化。"
